time,open,high,low,close,volume
2025-02-24T15:30:00.000000000Z,1.04672,1.04696,1.04636,1.04686,2706
2025-02-24T15:45:00.000000000Z,1.04686,1.04696,1.04608,1.04692,3078
2025-02-24T16:00:00.000000000Z,1.04691,1.0471,1.04657,1.0467,2366
2025-02-24T16:15:00.000000000Z,1.04671,1.0472,1.04667,1.04702,1809
2025-02-24T16:30:00.000000000Z,1.04704,1.0473,1.04698,1.04721,1675
2025-02-24T16:45:00.000000000Z,1.04722,1.04802,1.047,1.04777,1751
2025-02-24T17:00:00.000000000Z,1.04778,1.04794,1.0468,1.04756,2366
2025-02-24T17:15:00.000000000Z,1.04757,1.04782,1.04732,1.04768,1572
2025-02-24T17:30:00.000000000Z,1.04768,1.04838,1.04756,1.04775,1555
2025-02-24T17:45:00.000000000Z,1.04776,1.04801,1.04716,1.04725,2387
2025-02-24T18:00:00.000000000Z,1.04724,1.04796,1.04708,1.0479,2049
2025-02-24T18:15:00.000000000Z,1.04791,1.0486,1.0479,1.04852,1507
2025-02-24T18:30:00.000000000Z,1.0485,1.04854,1.04817,1.04827,1590
2025-02-24T18:45:00.000000000Z,1.04828,1.04842,1.04782,1.04806,1004
2025-02-24T19:00:00.000000000Z,1.04805,1.04842,1.04805,1.04823,1267
2025-02-24T19:15:00.000000000Z,1.04822,1.04824,1.04744,1.04762,1380
2025-02-24T19:30:00.000000000Z,1.04764,1.04822,1.0474,1.0475,1998
2025-02-24T19:45:00.000000000Z,1.04749,1.04778,1.04729,1.04754,1812
2025-02-24T20:00:00.000000000Z,1.04754,1.04776,1.04732,1.04776,1062
2025-02-24T20:15:00.000000000Z,1.04776,1.04795,1.0469,1.04719,3762
2025-02-24T20:30:00.000000000Z,1.0472,1.04742,1.04658,1.04662,2319
2025-02-24T20:45:00.000000000Z,1.04662,1.04688,1.04647,1.04652,1431
2025-02-24T21:00:00.000000000Z,1.04652,1.04664,1.04619,1.04657,974
2025-02-24T21:15:00.000000000Z,1.04658,1.04664,1.04642,1.04642,367
2025-02-24T21:30:00.000000000Z,1.04642,1.04669,1.04642,1.04661,362
2025-02-24T21:45:00.000000000Z,1.04663,1.04684,1.0466,1.04682,576
2025-02-24T22:00:00.000000000Z,1.0469,1.0469,1.04675,1.04678,108
2025-02-24T22:15:00.000000000Z,1.04678,1.04689,1.04676,1.04679,49
2025-02-24T22:30:00.000000000Z,1.04688,1.04689,1.04676,1.04685,92
2025-02-24T22:45:00.000000000Z,1.04686,1.04706,1.0467,1.04693,506
2025-02-24T23:00:00.000000000Z,1.04691,1.04692,1.04628,1.04628,317
2025-02-24T23:15:00.000000000Z,1.04628,1.0463,1.04618,1.04623,321
2025-02-24T23:30:00.000000000Z,1.04624,1.04646,1.04614,1.04646,558
2025-02-24T23:45:00.000000000Z,1.04645,1.04646,1.04604,1.04616,402
2025-02-25T00:00:00.000000000Z,1.04617,1.0463,1.04598,1.04607,899
2025-02-25T00:15:00.000000000Z,1.04608,1.04612,1.04602,1.04607,665
2025-02-25T00:30:00.000000000Z,1.04607,1.04628,1.04604,1.04618,651
2025-02-25T00:45:00.000000000Z,1.04617,1.04642,1.04612,1.04634,1047
2025-02-25T01:00:00.000000000Z,1.04636,1.04658,1.04622,1.04631,1246
2025-02-25T01:15:00.000000000Z,1.04632,1.04634,1.04608,1.04629,1098
2025-02-25T01:30:00.000000000Z,1.04628,1.04641,1.04607,1.04636,1224
2025-02-25T01:45:00.000000000Z,1.04636,1.04656,1.04624,1.04652,969
2025-02-25T02:00:00.000000000Z,1.04652,1.04692,1.04652,1.04688,1062
2025-02-25T02:15:00.000000000Z,1.04686,1.04706,1.04655,1.04686,1269
2025-02-25T02:30:00.000000000Z,1.04686,1.0472,1.04683,1.04718,1541
2025-02-25T02:45:00.000000000Z,1.04718,1.0475,1.04709,1.04746,1074
2025-02-25T03:00:00.000000000Z,1.04746,1.04764,1.04732,1.04743,940
2025-02-25T03:15:00.000000000Z,1.04741,1.04742,1.04714,1.04728,1176
2025-02-25T03:30:00.000000000Z,1.04728,1.04746,1.04724,1.04738,923
2025-02-25T03:45:00.000000000Z,1.04739,1.04751,1.04726,1.04733,844
2025-02-25T04:00:00.000000000Z,1.04732,1.04753,1.04728,1.04752,698
2025-02-25T04:15:00.000000000Z,1.04752,1.04772,1.0475,1.04763,643
2025-02-25T04:30:00.000000000Z,1.04764,1.0477,1.0473,1.04755,838
2025-02-25T04:45:00.000000000Z,1.04756,1.04756,1.04726,1.04732,925
2025-02-25T05:00:00.000000000Z,1.04732,1.04737,1.04724,1.04731,944
2025-02-25T05:15:00.000000000Z,1.04732,1.04752,1.04724,1.04746,750
2025-02-25T05:30:00.000000000Z,1.04748,1.04774,1.04736,1.04754,607
2025-02-25T05:45:00.000000000Z,1.04755,1.04782,1.04755,1.0477,830
2025-02-25T06:00:00.000000000Z,1.04769,1.04774,1.04754,1.04768,642
2025-02-25T06:15:00.000000000Z,1.04768,1.04802,1.04762,1.04784,918
2025-02-25T06:30:00.000000000Z,1.04784,1.0479,1.04744,1.04768,946
2025-02-25T06:45:00.000000000Z,1.04767,1.04778,1.04728,1.0477,1236
2025-02-25T07:00:00.000000000Z,1.0477,1.04778,1.04668,1.04708,2261
2025-02-25T07:15:00.000000000Z,1.04707,1.04756,1.04683,1.04733,2256
2025-02-25T07:30:00.000000000Z,1.04732,1.04732,1.04667,1.0469,2526
2025-02-25T07:45:00.000000000Z,1.04691,1.04733,1.04635,1.04644,2328
2025-02-25T08:00:00.000000000Z,1.04644,1.04782,1.04563,1.04773,3763
2025-02-25T08:15:00.000000000Z,1.04772,1.04788,1.04662,1.04676,3203
2025-02-25T08:30:00.000000000Z,1.04676,1.04676,1.04588,1.0465,2104
2025-02-25T08:45:00.000000000Z,1.0465,1.04722,1.04646,1.04702,2116
2025-02-25T09:00:00.000000000Z,1.04704,1.04742,1.04688,1.04705,1892
2025-02-25T09:15:00.000000000Z,1.04706,1.04789,1.04704,1.0474,2087
2025-02-25T09:30:00.000000000Z,1.04737,1.04752,1.047,1.04708,1947
2025-02-25T09:45:00.000000000Z,1.04708,1.0474,1.04686,1.04732,1724
2025-02-25T10:00:00.000000000Z,1.04732,1.04742,1.04653,1.04661,1843
2025-02-25T10:15:00.000000000Z,1.0466,1.04712,1.04656,1.04693,1614
2025-02-25T10:30:00.000000000Z,1.04692,1.04724,1.0468,1.0472,1358
2025-02-25T10:45:00.000000000Z,1.04721,1.04737,1.04693,1.04729,1400
2025-02-25T11:00:00.000000000Z,1.04726,1.0477,1.04716,1.04764,1140
2025-02-25T11:15:00.000000000Z,1.04764,1.04796,1.04762,1.04777,1412
2025-02-25T11:30:00.000000000Z,1.04776,1.04894,1.04768,1.04861,2141
2025-02-25T11:45:00.000000000Z,1.04862,1.04897,1.04844,1.04894,1551
2025-02-25T12:00:00.000000000Z,1.04896,1.04975,1.04891,1.04942,2484
2025-02-25T12:15:00.000000000Z,1.04941,1.05004,1.04934,1.04964,1999
2025-02-25T12:30:00.000000000Z,1.04965,1.05,1.04906,1.04914,1999
2025-02-25T12:45:00.000000000Z,1.04914,1.04942,1.04884,1.04937,1886
2025-02-25T13:00:00.000000000Z,1.04939,1.04999,1.04939,1.04976,1897
2025-02-25T13:15:00.000000000Z,1.04974,1.04996,1.04936,1.04991,1872
2025-02-25T13:30:00.000000000Z,1.0499,1.05088,1.04985,1.0508,2195
2025-02-25T13:45:00.000000000Z,1.05081,1.05098,1.04995,1.05002,1749
2025-02-25T14:00:00.000000000Z,1.05003,1.05006,1.04919,1.04936,2856
2025-02-25T14:15:00.000000000Z,1.04938,1.0505,1.04938,1.05042,2051
2025-02-25T14:30:00.000000000Z,1.05041,1.05045,1.04978,1.0501,2607
2025-02-25T14:45:00.000000000Z,1.05011,1.0505,1.05001,1.05025,2143
2025-02-25T15:00:00.000000000Z,1.05026,1.05138,1.05016,1.05132,3530
2025-02-25T15:15:00.000000000Z,1.05131,1.05194,1.05096,1.05176,3619
2025-02-25T15:30:00.000000000Z,1.05175,1.05178,1.0506,1.05074,3590
2025-02-25T15:45:00.000000000Z,1.05074,1.05079,1.04949,1.04986,3326
2025-02-25T16:00:00.000000000Z,1.04986,1.05018,1.04947,1.05002,3428
2025-02-25T16:15:00.000000000Z,1.05001,1.0504,1.04974,1.05011,2321
