time,open,high,low,close
2025-05-21T07:55:00.000000000Z,1.13275,1.13317,1.13228,1.13235
2025-05-21T08:00:00.000000000Z,1.13234,1.1334,1.13234,1.1334
2025-05-21T08:05:00.000000000Z,1.13339,1.1334,1.13266,1.13269
2025-05-21T08:10:00.000000000Z,1.13268,1.1328,1.13217,1.13242
2025-05-21T08:15:00.000000000Z,1.13244,1.13274,1.13232,1.13252
2025-05-21T08:20:00.000000000Z,1.13252,1.13278,1.13241,1.13258
2025-05-21T08:25:00.000000000Z,1.13258,1.13264,1.13226,1.13232
2025-05-21T08:30:00.000000000Z,1.13231,1.13234,1.13201,1.13215
2025-05-21T08:35:00.000000000Z,1.13214,1.13241,1.13214,1.1323
2025-05-21T08:40:00.000000000Z,1.1323,1.13238,1.13181,1.13204
2025-05-21T08:45:00.000000000Z,1.13204,1.13214,1.13156,1.13166
2025-05-21T08:50:00.000000000Z,1.13166,1.13186,1.13122,1.13143
2025-05-21T08:55:00.000000000Z,1.13142,1.1324,1.1313,1.13228
2025-05-21T09:00:00.000000000Z,1.1323,1.13286,1.13222,1.1327
2025-05-21T09:05:00.000000000Z,1.1327,1.13296,1.13242,1.13279
2025-05-21T09:10:00.000000000Z,1.13278,1.13286,1.13237,1.13242
2025-05-21T09:15:00.000000000Z,1.13242,1.13256,1.13217,1.13239
2025-05-21T09:20:00.000000000Z,1.13239,1.13239,1.13178,1.13179
2025-05-21T09:25:00.000000000Z,1.13178,1.13196,1.13148,1.13178
2025-05-21T09:30:00.000000000Z,1.13176,1.13206,1.1316,1.13205
2025-05-21T09:35:00.000000000Z,1.13202,1.13236,1.132,1.13218
2025-05-21T09:40:00.000000000Z,1.1322,1.13334,1.1322,1.13325
2025-05-21T09:45:00.000000000Z,1.13324,1.13344,1.13274,1.13288
2025-05-21T09:50:00.000000000Z,1.13288,1.1331,1.13269,1.13272
2025-05-21T09:55:00.000000000Z,1.1327,1.1335,1.13262,1.13348
2025-05-21T10:00:00.000000000Z,1.13349,1.13364,1.13316,1.13323
2025-05-21T10:05:00.000000000Z,1.13324,1.13398,1.1332,1.13384
2025-05-21T10:10:00.000000000Z,1.13379,1.13454,1.13372,1.13444
2025-05-21T10:15:00.000000000Z,1.13444,1.13494,1.13422,1.1349
2025-05-21T10:20:00.000000000Z,1.13486,1.13578,1.13456,1.13546
2025-05-21T10:25:00.000000000Z,1.13547,1.13614,1.13538,1.13598
2025-05-21T10:30:00.000000000Z,1.13596,1.13622,1.13541,1.13568
2025-05-21T10:35:00.000000000Z,1.13568,1.13609,1.1352,1.13532
2025-05-21T10:40:00.000000000Z,1.13532,1.13549,1.13513,1.13524
2025-05-21T10:45:00.000000000Z,1.13523,1.13523,1.13435,1.13442
2025-05-21T10:50:00.000000000Z,1.13442,1.13442,1.13395,1.13408
2025-05-21T10:55:00.000000000Z,1.1341,1.13417,1.13378,1.13388
2025-05-21T11:00:00.000000000Z,1.13388,1.13432,1.13342,1.13429
2025-05-21T11:05:00.000000000Z,1.13427,1.13434,1.13385,1.13423
2025-05-21T11:10:00.000000000Z,1.13424,1.13424,1.1337,1.13378
2025-05-21T11:15:00.000000000Z,1.13375,1.13426,1.13354,1.13418
2025-05-21T11:20:00.000000000Z,1.13418,1.13448,1.13406,1.1343
2025-05-21T11:25:00.000000000Z,1.13428,1.13436,1.13345,1.13384
2025-05-21T11:30:00.000000000Z,1.13384,1.13391,1.13332,1.13346
2025-05-21T11:35:00.000000000Z,1.13347,1.13359,1.13304,1.13307
2025-05-21T11:40:00.000000000Z,1.13308,1.13324,1.13273,1.13276
2025-05-21T11:45:00.000000000Z,1.13278,1.13313,1.13269,1.13271
2025-05-21T11:50:00.000000000Z,1.13272,1.13306,1.13253,1.13257
2025-05-21T11:55:00.000000000Z,1.13255,1.13255,1.1319,1.13239
2025-05-21T12:00:00.000000000Z,1.13243,1.13268,1.13188,1.13253
2025-05-21T12:05:00.000000000Z,1.13252,1.13258,1.13186,1.13207
2025-05-21T12:10:00.000000000Z,1.13208,1.13264,1.13197,1.13213
2025-05-21T12:15:00.000000000Z,1.13215,1.13288,1.13204,1.13268
2025-05-21T12:20:00.000000000Z,1.13269,1.13288,1.13245,1.13276
2025-05-21T12:25:00.000000000Z,1.13276,1.13292,1.13232,1.13232
2025-05-21T12:30:00.000000000Z,1.13232,1.13263,1.13206,1.13208
2025-05-21T12:35:00.000000000Z,1.13205,1.1322,1.13174,1.13218
2025-05-21T12:40:00.000000000Z,1.13217,1.13238,1.13192,1.13207
2025-05-21T12:45:00.000000000Z,1.13209,1.13236,1.13196,1.13234
2025-05-21T12:50:00.000000000Z,1.13236,1.13296,1.1322,1.13256
2025-05-21T12:55:00.000000000Z,1.13255,1.1335,1.13254,1.13349
2025-05-21T13:00:00.000000000Z,1.13348,1.13392,1.13339,1.1335
2025-05-21T13:05:00.000000000Z,1.1335,1.13355,1.13255,1.13286
2025-05-21T13:10:00.000000000Z,1.13285,1.13326,1.13276,1.13278
2025-05-21T13:15:00.000000000Z,1.13277,1.13312,1.13253,1.13258
2025-05-21T13:20:00.000000000Z,1.13258,1.13309,1.13258,1.13286
2025-05-21T13:25:00.000000000Z,1.13288,1.1331,1.13243,1.13309
2025-05-21T13:30:00.000000000Z,1.1331,1.13344,1.13286,1.13335
2025-05-21T13:35:00.000000000Z,1.13334,1.13355,1.13269,1.13272
2025-05-21T13:40:00.000000000Z,1.13272,1.13304,1.13259,1.13298
2025-05-21T13:45:00.000000000Z,1.13298,1.13318,1.13232,1.13268
2025-05-21T13:50:00.000000000Z,1.13271,1.13287,1.13248,1.1327
2025-05-21T13:55:00.000000000Z,1.13272,1.13386,1.13266,1.13369
2025-05-21T14:00:00.000000000Z,1.13368,1.13461,1.13348,1.13348
2025-05-21T14:05:00.000000000Z,1.13348,1.13504,1.13332,1.13472
2025-05-21T14:10:00.000000000Z,1.13472,1.13546,1.1344,1.13476
2025-05-21T14:15:00.000000000Z,1.13476,1.1348,1.13366,1.13389
2025-05-21T14:20:00.000000000Z,1.1339,1.13412,1.13325,1.13358
2025-05-21T14:25:00.000000000Z,1.13357,1.13394,1.13352,1.13362
2025-05-21T14:30:00.000000000Z,1.13362,1.13438,1.13343,1.13437
2025-05-21T14:35:00.000000000Z,1.13436,1.13454,1.13386,1.13436
2025-05-21T14:40:00.000000000Z,1.13438,1.13452,1.13394,1.13436
2025-05-21T14:45:00.000000000Z,1.13438,1.13474,1.13382,1.13438
2025-05-21T14:50:00.000000000Z,1.13436,1.13448,1.13388,1.13408
2025-05-21T14:55:00.000000000Z,1.13408,1.13426,1.13389,1.13408
2025-05-21T15:00:00.000000000Z,1.13408,1.1344,1.13383,1.13424
2025-05-21T15:05:00.000000000Z,1.13426,1.13487,1.1339,1.13436
2025-05-21T15:10:00.000000000Z,1.13438,1.13484,1.13418,1.13468
2025-05-21T15:15:00.000000000Z,1.13469,1.13472,1.13388,1.13395
2025-05-21T15:20:00.000000000Z,1.13397,1.13402,1.13346,1.13379
2025-05-21T15:25:00.000000000Z,1.13379,1.13433,1.13379,1.13394
2025-05-21T15:30:00.000000000Z,1.13393,1.13454,1.13369,1.13388
2025-05-21T15:35:00.000000000Z,1.13389,1.13408,1.1336,1.134
2025-05-21T15:40:00.000000000Z,1.13402,1.13408,1.13382,1.13396
2025-05-21T15:45:00.000000000Z,1.13398,1.13398,1.13326,1.1333
2025-05-21T15:50:00.000000000Z,1.13331,1.13394,1.13328,1.13375
2025-05-21T15:55:00.000000000Z,1.13372,1.13434,1.13361,1.13428
2025-05-21T16:00:00.000000000Z,1.13427,1.13436,1.13399,1.13434
2025-05-21T16:05:00.000000000Z,1.13436,1.13524,1.13436,1.13498
2025-05-21T16:10:00.000000000Z,1.13498,1.13514,1.13438,1.13448
2025-05-21T16:15:00.000000000Z,1.13451,1.13464,1.13428,1.13436
2025-05-21T16:20:00.000000000Z,1.13439,1.1346,1.13426,1.13429
2025-05-21T16:25:00.000000000Z,1.13428,1.1343,1.1339,1.13412
2025-05-21T16:30:00.000000000Z,1.13412,1.13422,1.13394,1.13402
2025-05-21T16:35:00.000000000Z,1.13402,1.13434,1.13399,1.1342
2025-05-21T16:40:00.000000000Z,1.1342,1.13434,1.13404,1.13427
2025-05-21T16:45:00.000000000Z,1.13428,1.13434,1.13412,1.13418
2025-05-21T16:50:00.000000000Z,1.1342,1.13434,1.1341,1.13424
2025-05-21T16:55:00.000000000Z,1.13426,1.13438,1.13396,1.13405
2025-05-21T17:00:00.000000000Z,1.13406,1.1347,1.13393,1.13458
2025-05-21T17:05:00.000000000Z,1.13458,1.13504,1.13458,1.13492
2025-05-21T17:10:00.000000000Z,1.13493,1.13528,1.13486,1.13494
2025-05-21T17:15:00.000000000Z,1.13493,1.13511,1.13444,1.13484
2025-05-21T17:20:00.000000000Z,1.13483,1.1361,1.13481,1.13592
2025-05-21T17:25:00.000000000Z,1.13593,1.13629,1.13547,1.13563
2025-05-21T17:30:00.000000000Z,1.13564,1.13574,1.1344,1.13446
2025-05-21T17:35:00.000000000Z,1.13448,1.1346,1.13407,1.13412
2025-05-21T17:40:00.000000000Z,1.13414,1.13481,1.13414,1.13442
2025-05-21T17:45:00.000000000Z,1.13442,1.13458,1.13394,1.13402
2025-05-21T17:50:00.000000000Z,1.13402,1.13422,1.13378,1.13384
2025-05-21T17:55:00.000000000Z,1.13383,1.1349,1.13376,1.13482
2025-05-21T18:00:00.000000000Z,1.13482,1.13489,1.13437,1.13451
2025-05-21T18:05:00.000000000Z,1.1345,1.13464,1.13417,1.13443
2025-05-21T18:10:00.000000000Z,1.13444,1.13468,1.13382,1.13384
2025-05-21T18:15:00.000000000Z,1.13384,1.13426,1.13382,1.134
2025-05-21T18:20:00.000000000Z,1.134,1.13432,1.13372,1.13392
2025-05-21T18:25:00.000000000Z,1.13392,1.13394,1.13338,1.13393
2025-05-21T18:30:00.000000000Z,1.13394,1.13427,1.13387,1.13412
2025-05-21T18:35:00.000000000Z,1.13412,1.13418,1.13382,1.1341
2025-05-21T18:40:00.000000000Z,1.13411,1.13419,1.13385,1.13407
2025-05-21T18:45:00.000000000Z,1.13406,1.13418,1.13348,1.13374
2025-05-21T18:50:00.000000000Z,1.13374,1.13374,1.13316,1.1333
2025-05-21T18:55:00.000000000Z,1.13328,1.13351,1.1332,1.13334
2025-05-21T19:00:00.000000000Z,1.13332,1.13356,1.13319,1.13355
2025-05-21T19:05:00.000000000Z,1.13354,1.13368,1.13334,1.13366
2025-05-21T19:10:00.000000000Z,1.13364,1.13394,1.13364,1.13371
2025-05-21T19:15:00.000000000Z,1.1337,1.1337,1.13295,1.13314
2025-05-21T19:20:00.000000000Z,1.13316,1.13334,1.13286,1.13328
2025-05-21T19:25:00.000000000Z,1.13326,1.13331,1.13288,1.13294
2025-05-21T19:30:00.000000000Z,1.13294,1.13294,1.1327,1.13272
2025-05-21T19:35:00.000000000Z,1.13271,1.13298,1.13267,1.13298
2025-05-21T19:40:00.000000000Z,1.13296,1.13298,1.13274,1.13294
