Symbol,RSI_PERIOD,BUY_THRESH,SELL_THRESH,ATR_MULTIPLIER,MIN_SL,TP_SL_RATIO,TotalTrades,Profit,WinRate
USD_JPY,21,25,70,1.0,0.02,1.0,401,906.53,55.61
USD_JPY,21,25,70,1.0,0.02,1.5,401,369.48,50.37
USD_JPY,21,25,70,1.0,0.02,2.0,401,17.73,47.63
USD_JPY,21,25,70,1.0,0.03,1.0,401,906.53,55.61
USD_JPY,21,25,70,1.0,0.03,1.5,401,369.48,50.37
USD_JPY,21,25,70,1.0,0.03,2.0,401,17.73,47.63
USD_JPY,21,25,70,1.5,0.02,1.0,401,155.06,52.62
USD_JPY,21,25,70,1.5,0.02,1.5,401,-43.86,49.38
USD_JPY,21,25,70,1.5,0.02,2.0,401,-2.88,49.13
USD_JPY,21,25,70,1.5,0.03,1.0,401,155.06,52.62
USD_JPY,21,25,70,1.5,0.03,1.5,401,-43.86,49.38
USD_JPY,21,25,70,1.5,0.03,2.0,401,-2.88,49.13
USD_JPY,21,25,70,2.0,0.02,1.0,401,36.49,49.63
USD_JPY,21,25,70,2.0,0.02,1.5,401,88.53,49.13
USD_JPY,21,25,70,2.0,0.02,2.0,401,123.52,48.63
USD_JPY,21,25,70,2.0,0.03,1.0,401,36.49,49.63
USD_JPY,21,25,70,2.0,0.03,1.5,401,88.53,49.13
USD_JPY,21,25,70,2.0,0.03,2.0,401,123.52,48.63
USD_JPY,21,25,75,1.0,0.02,1.0,279,766.36,56.27
USD_JPY,21,25,75,1.0,0.02,1.5,279,268.79,48.75
USD_JPY,21,25,75,1.0,0.02,2.0,279,-57.1,44.8
USD_JPY,21,25,75,1.0,0.03,1.0,279,766.36,56.27
USD_JPY,21,25,75,1.0,0.03,1.5,279,268.79,48.75
USD_JPY,21,25,75,1.0,0.03,2.0,279,-57.1,44.8
USD_JPY,21,25,75,1.5,0.02,1.0,279,97.84,51.61
USD_JPY,21,25,75,1.5,0.02,1.5,279,-91.22,46.95
USD_JPY,21,25,75,1.5,0.02,2.0,279,-52.27,46.59
USD_JPY,21,25,75,1.5,0.03,1.0,279,97.84,51.61
USD_JPY,21,25,75,1.5,0.03,1.5,279,-91.22,46.95
USD_JPY,21,25,75,1.5,0.03,2.0,279,-52.27,46.59
USD_JPY,21,25,75,2.0,0.02,1.0,279,-81.45,47.67
USD_JPY,21,25,75,2.0,0.02,1.5,279,-35.32,46.95
USD_JPY,21,25,75,2.0,0.02,2.0,279,-4.32,46.24
USD_JPY,21,25,75,2.0,0.03,1.0,279,-81.45,47.67
USD_JPY,21,25,75,2.0,0.03,1.5,279,-35.32,46.95
USD_JPY,21,25,75,2.0,0.03,2.0,279,-4.32,46.24
USD_JPY,21,25,80,1.0,0.02,1.0,190,469.86,56.32
USD_JPY,21,25,80,1.0,0.02,1.5,190,55.81,45.26
USD_JPY,21,25,80,1.0,0.02,2.0,190,-215.37,39.47
USD_JPY,21,25,80,1.0,0.03,1.0,190,469.86,56.32
USD_JPY,21,25,80,1.0,0.03,1.5,190,55.81,45.26
USD_JPY,21,25,80,1.0,0.03,2.0,190,-215.37,39.47
USD_JPY,21,25,80,1.5,0.02,1.0,190,36.53,50.53
USD_JPY,21,25,80,1.5,0.02,1.5,190,-141.98,43.68
USD_JPY,21,25,80,1.5,0.02,2.0,190,-105.2,43.16
USD_JPY,21,25,80,1.5,0.03,1.0,190,36.53,50.53
USD_JPY,21,25,80,1.5,0.03,1.5,190,-141.98,43.68
USD_JPY,21,25,80,1.5,0.03,2.0,190,-105.2,43.16
USD_JPY,21,25,80,2.0,0.02,1.0,190,-173.24,45.26
USD_JPY,21,25,80,2.0,0.02,1.5,190,-131.72,44.21
USD_JPY,21,25,80,2.0,0.02,2.0,190,-103.82,43.16
USD_JPY,21,25,80,2.0,0.03,1.0,190,-173.24,45.26
USD_JPY,21,25,80,2.0,0.03,1.5,190,-131.72,44.21
USD_JPY,21,25,80,2.0,0.03,2.0,190,-103.82,43.16
USD_JPY,21,30,70,1.0,0.02,1.0,644,1037.95,53.88
USD_JPY,21,30,70,1.0,0.02,1.5,644,208.49,46.74
USD_JPY,21,30,70,1.0,0.02,2.0,644,-293.67,43.01
USD_JPY,21,30,70,1.0,0.03,1.0,644,1037.95,53.88
USD_JPY,21,30,70,1.0,0.03,1.5,644,208.49,46.74
USD_JPY,21,30,70,1.0,0.03,2.0,644,-293.67,43.01
USD_JPY,21,30,70,1.5,0.02,1.0,644,-81.03,50.78
USD_JPY,21,30,70,1.5,0.02,1.5,644,-407.0,46.27
USD_JPY,21,30,70,1.5,0.02,2.0,644,-419.72,45.34
USD_JPY,21,30,70,1.5,0.03,1.0,644,-81.03,50.78
USD_JPY,21,30,70,1.5,0.03,1.5,644,-407.0,46.27
USD_JPY,21,30,70,1.5,0.03,2.0,644,-419.72,45.34
USD_JPY,21,30,70,2.0,0.02,1.0,644,-134.08,49.22
USD_JPY,21,30,70,2.0,0.02,1.5,644,-210.29,47.52
USD_JPY,21,30,70,2.0,0.02,2.0,644,-305.76,46.74
USD_JPY,21,30,70,2.0,0.03,1.0,644,-134.08,49.22
USD_JPY,21,30,70,2.0,0.03,1.5,644,-210.29,47.52
USD_JPY,21,30,70,2.0,0.03,2.0,644,-305.76,46.74
USD_JPY,21,30,75,1.0,0.02,1.0,522,888.12,53.83
USD_JPY,21,30,75,1.0,0.02,1.5,522,119.64,45.02
USD_JPY,21,30,75,1.0,0.02,2.0,522,-345.6,40.42
USD_JPY,21,30,75,1.0,0.03,1.0,522,888.12,53.83
USD_JPY,21,30,75,1.0,0.03,1.5,522,119.64,45.02
USD_JPY,21,30,75,1.0,0.03,2.0,522,-345.6,40.42
USD_JPY,21,30,75,1.5,0.02,1.0,522,-126.55,49.81
USD_JPY,21,30,75,1.5,0.02,1.5,522,-436.38,44.25
USD_JPY,21,30,75,1.5,0.02,2.0,522,-448.46,43.1
USD_JPY,21,30,75,1.5,0.03,1.0,522,-126.55,49.81
USD_JPY,21,30,75,1.5,0.03,1.5,522,-436.38,44.25
USD_JPY,21,30,75,1.5,0.03,2.0,522,-448.46,43.1
USD_JPY,21,30,75,2.0,0.02,1.0,522,-232.61,48.08
USD_JPY,21,30,75,2.0,0.02,1.5,522,-300.15,45.98
USD_JPY,21,30,75,2.0,0.02,2.0,522,-384.76,45.02
USD_JPY,21,30,75,2.0,0.03,1.0,522,-232.61,48.08
USD_JPY,21,30,75,2.0,0.03,1.5,522,-300.15,45.98
USD_JPY,21,30,75,2.0,0.03,2.0,522,-384.76,45.02
USD_JPY,21,30,80,1.0,0.02,1.0,433,571.18,53.35
USD_JPY,21,30,80,1.0,0.02,1.5,433,-68.3,42.73
USD_JPY,21,30,80,1.0,0.02,2.0,433,-455.45,37.18
USD_JPY,21,30,80,1.0,0.03,1.0,433,571.18,53.35
USD_JPY,21,30,80,1.0,0.03,1.5,433,-68.3,42.73
USD_JPY,21,30,80,1.0,0.03,2.0,433,-455.45,37.18
USD_JPY,21,30,80,1.5,0.02,1.0,433,-175.33,48.96
USD_JPY,21,30,80,1.5,0.02,1.5,433,-467.86,42.26
USD_JPY,21,30,80,1.5,0.02,2.0,433,-479.27,40.88
USD_JPY,21,30,80,1.5,0.03,1.0,433,-175.33,48.96
USD_JPY,21,30,80,1.5,0.03,1.5,433,-467.86,42.26
USD_JPY,21,30,80,1.5,0.03,2.0,433,-479.27,40.88
USD_JPY,21,30,80,2.0,0.02,1.0,433,-309.29,47.11
USD_JPY,21,30,80,2.0,0.02,1.5,433,-370.08,44.57
USD_JPY,21,30,80,2.0,0.02,2.0,433,-446.24,43.42
USD_JPY,21,30,80,2.0,0.03,1.0,433,-309.29,47.11
USD_JPY,21,30,80,2.0,0.03,1.5,433,-370.08,44.57
USD_JPY,21,30,80,2.0,0.03,2.0,433,-446.24,43.42
